,mean,std,min,max,present_in
1,0.29093593145055635,0.13720834565734205,0.06332195149990007,0.5162380252877484,100.0
c_value_reward,0.020370718253113627,0.0625480193174368,-0.0035318556116128996,0.2390208273868732,18.75
x_value_choice_not_chosen,0.18886303943762298,0.2670642803661373,0.0,0.8539019838778619,43.75
x_value_choice_not_chosen c_value_reward,-0.05871525641654647,0.13282356968919481,-0.5137565763007029,0.0,37.5
