,mean,std,min,max,present_in
1,0.620830882501839,0.30808873686973365,-0.3094462988382422,1.3542701408446662,100.0
c_value_choice,0.18623055170535363,2.0309926134879897,-4.421307555612532,6.483800169649163,18.75
c_value_choice^2,-0.4456731966805666,3.401549906113368,-11.26274673642653,6.612967278083804,18.75
x_learning_rate_reward,0.21053441789456517,0.08138623678016191,0.0,0.43820860093068403,93.75
x_learning_rate_reward c_value_choice,0.00034616414746668073,0.24846518119767377,-0.677675678387105,0.6832143047465719,12.5
