,mean,std,min,max,present_in
1,-1.099940304304385,2.279141536034854,-9.3565552022924,1.4266012407086062,100.0
c_value_choice,1.8762489648422207,10.580995085778616,-7.050633688229437,40.98373541732761,31.25
c_value_choice^2,-2.642801972122382,11.869575832472837,-46.9401812140349,4.655349660076787,12.5
x_value_reward_not_chosen,0.8486530581746567,0.13091628294228275,0.567251316782186,1.003798068079543,100.0
x_value_reward_not_chosen c_value_choice,0.07642812100363419,0.23144405249863667,-0.3034644973211412,0.7328466564183849,31.25
