,h_0,h_0,h_1,h_1,h_2,h_2,h_3,h_3,h_4,h_4,h_5,h_5,h_6,h_6,h_7,h_7,h_8,h_8,h_9,h_9,h_10,h_10,h_11,h_11,h_12,h_12,h_13,h_13,h_14,h_14,h_15,h_15,tsne1,tsne1,tsne2,tsne2
,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std
cluster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0.3342207508333333,0.17792496435122532,0.06769231320833333,0.3088492360499208,0.5501746877083333,0.3972271193350712,0.10898346179166667,0.19844188744207034,0.4089317811666667,0.16295541458134324,0.6639103255833333,0.1980138605447535,0.16333982966666666,0.33906257554426883,-0.030851727333333332,0.2098294807415969,0.035788922499999994,0.3542222228139117,-0.41305838916666665,0.19453799443951245,0.18985728945833333,0.19528610227432253,0.39830166208333334,0.24580230198749858,0.02837769198333334,0.40324718208749394,0.16667535458333335,0.44256198309551775,-0.25406182275,0.3513514585750638,-0.21108578641666667,0.2107054828275711,-0.8972513,2.743022,-0.24062878,2.3191283
1,-0.2245135916974359,0.2989460417639586,0.0006185357223333333,0.0019083722881677427,0.11750491976923076,0.28414503228005983,-0.5257856735897436,0.12239853876184453,-0.4854583335794872,0.33308639941987145,0.5894805646153847,0.16955926233400728,0.8420116971794872,0.06191658505011461,-0.3876950671794872,0.06943369464371064,-0.3792460397435898,0.06976502890458718,-0.3364868076923077,0.14966055720719879,-0.5400640552564102,0.4472814210227729,0.3258582928205128,0.1623297949841514,-0.5032631717948718,0.22242776130489791,-0.6539496407692307,0.14579848214458643,0.8378772110256409,0.35334520845912687,0.005828726461538459,0.27571121822881545,-11.77227,2.750556,-6.9232297,1.6420627
2,0.03993020637105263,0.07264898293770353,-0.5715464186842105,0.21659268524018416,-0.004810655368421053,0.12822645722781792,0.5172826346973685,0.12488489484698945,-0.0897168255,0.18448515116797368,0.15407350202631578,0.11739176474342539,0.08897385134210527,0.038818747525252904,0.36971230168421054,0.47774206688211956,0.6496833444736843,0.1476324776662116,0.014905014586842104,0.3215755190171257,0.0868476413712237,0.07682963279810105,0.543641281131579,0.1566754434819314,0.4408898505263158,0.07563847569369127,-0.29268937471052636,0.24743435744285525,-0.04310534544210526,0.07244255296569589,0.5063517624473685,0.20673659127586855,6.281295,2.075505,6.996141,2.5304396
