,phi_logit_0,phi_logit_0,phi_logit_1,phi_logit_1,chi_logit_0,chi_logit_0,chi_logit_1,chi_logit_1,beta_0,beta_0,beta_1,beta_1,kappa_0,kappa_0,kappa_1,kappa_1,C_0,C_0,C_1,C_1,C_2,C_2,C_3,C_3,tsne1,tsne1,tsne2,tsne2
,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std
cluster,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,-3.2461616836734697,0.8783216870099398,-3.2461616836734697,0.8783216870099398,2.7193548799387752,2.016189579317337,2.7193548799387752,2.016189579317337,1.9317292755102042,1.6772346412061547,1.9317292755102042,1.6772346412061547,1.3231779059183673,0.4988946153389303,1.3231779059183673,0.4988946153389303,-0.018727057020408156,0.5123072308220201,-0.018727057020408156,0.5123072308220201,-0.018727057020408156,0.5123072308220201,-0.018727057020408156,0.5123072308220201,-1.9983181,2.4994187,-0.6914836,3.1983027
1,-0.46436523136363644,2.428693855124745,-0.46436523136363644,2.428693855124745,0.6492242618818181,2.5082784522981654,0.6492242618818181,2.5082784522981654,2.478329245,2.963784980392048,2.478329245,2.963784980392048,0.3582615331818182,1.4890078338270274,0.3582615331818182,1.4890078338270274,-1.535899788409091,0.8958536126681993,-1.535899788409091,0.8958536126681993,-1.535899788409091,0.8958536126681993,-1.535899788409091,0.8958536126681993,4.465868,3.0962126,-7.2497554,3.543804
2,1.0296014560000002,1.702701304418017,1.0296014560000002,1.702701304418017,2.1754697746666665,2.6924015193804283,2.1754697746666665,2.6924015193804283,-1.6449379351333335,1.9421351156798157,-1.6449379351333335,1.9421351156798157,0.9383179946666667,0.9420360972092989,0.9383179946666667,0.9420360972092989,0.4458968365866667,0.8402191148250837,0.4458968365866667,0.8402191148250837,0.4458968365866667,0.8402191148250837,0.4458968365866667,0.8402191148250837,-2.0674357,3.1267447,-11.724695,2.743115
