,h_0,h_0,h_1,h_1,tsne1,tsne1,tsne2,tsne2
,mean,std,mean,std,mean,std,mean,std
cluster,,,,,,,,
0,4.3551921894736845,1.379342651500402,5.058753889473684,1.34012156398965,2.42718,1.0074503,-2.5813563,0.7509877
1,9.863302724390245,0.6111793525363681,0.5245385513878293,0.5752755369829646,-8.610834,2.1683471,5.5273905,2.6840315
2,0.34470132174071905,0.43508270271929794,9.862036219512195,0.5528826738779449,11.113178,2.158235,-8.37066,1.8928777
